0.000000000000000000e+00,1.205000000000000000e+03,1.077143112541342589e-03,1.077143112541342589e-03,1.155989988379368150e+01
1.000000000000000000e+00,1.216000000000000000e+03,1.086975954232591388e-03,2.164119066773933977e-03,2.322532582461784401e+01
2.000000000000000000e+00,1.407000000000000000e+03,1.257709841780638334e-03,3.421828908554572311e-03,3.672306784660764833e+01
3.000000000000000000e+00,1.580000000000000000e+03,1.412353624743005248e-03,4.834182533297577342e-03,5.188044694734956153e+01
4.000000000000000000e+00,1.833000000000000000e+03,1.638508983641726990e-03,6.472691516939304765e-03,6.946492535979257354e+01
5.000000000000000000e+00,2.014000000000000000e+03,1.800303924197729473e-03,8.272995441137034889e-03,8.878578707428259520e+01
6.000000000000000000e+00,2.191000000000000000e+03,1.958523285956914172e-03,1.023151872709394949e-02,1.098046589791721885e+02
7.000000000000000000e+00,2.501000000000000000e+03,2.235630642710288805e-03,1.246714936980423787e-02,1.337974470367389870e+02
8.000000000000000000e+00,2.724000000000000000e+03,2.434969160632877595e-03,1.490211853043711503e-02,1.599295360686510037e+02
9.000000000000000000e+00,3.021000000000000000e+03,2.700455886296594318e-03,1.760257441673370934e-02,1.889108286403860575e+02
1.000000000000000000e+01,3.147000000000000000e+03,2.813086618396353020e-03,2.041566103513006367e-02,2.191008742290156874e+02
1.100000000000000000e+01,3.541000000000000000e+03,3.165281129882899832e-03,2.358094216501296220e-02,2.530706713149189397e+02
1.200000000000000000e+01,3.712000000000000000e+03,3.318137123446857854e-03,2.689907928845982135e-02,2.886809189237506530e+02
1.300000000000000000e+01,3.825000000000000000e+03,3.419147224456959080e-03,3.031822651291678217e-02,3.253752069366227033e+02
1.400000000000000000e+01,4.207000000000000000e+03,3.760614999553052538e-03,3.407884151246983601e-02,3.657341271118260693e+02
1.500000000000000000e+01,4.417000000000000000e+03,3.948332886385983419e-03,3.802717439885582029e-02,4.081076356485203860e+02
1.600000000000000000e+01,4.740000000000000000e+03,4.237060874229015527e-03,4.226423527308483669e-02,4.535797729507461895e+02
1.700000000000000000e+01,4.887000000000000000e+03,4.368463395012067707e-03,4.663269866809690439e-02,5.004621221060156131e+02
1.800000000000000000e+01,5.093000000000000000e+03,4.552605703048180803e-03,5.118530437114508780e-02,5.493206865111287698e+02
1.900000000000000000e+01,5.294000000000000000e+03,4.732278537588271994e-03,5.591758290873335979e-02,6.001074997765259695e+02
2.000000000000000000e+01,5.685000000000000000e+03,5.081791364977206009e-03,6.099937427371056320e-02,6.546452847054613358e+02
2.100000000000000000e+01,5.855000000000000000e+03,5.233753463841959476e-03,6.623312773755252181e-02,7.108139268794132022e+02
2.200000000000000000e+01,6.007000000000000000e+03,5.369625458121033562e-03,7.160275319567355190e-02,7.684407472959679808e+02
2.300000000000000000e+01,6.212000000000000000e+03,5.552873871457942104e-03,7.715562706713149921e-02,8.280341896844546454e+02
2.400000000000000000e+01,6.334000000000000000e+03,5.661929024760883021e-03,8.281755609189238310e-02,8.887980119781884696e+02
2.500000000000000000e+01,6.645000000000000000e+03,5.939930276213462208e-03,8.875748636810584791e-02,9.525453437025113317e+02
2.600000000000000000e+01,6.996000000000000000e+03,6.253687315634218376e-03,9.501117368374006888e-02,1.019659915973897682e+03
2.700000000000000000e+01,7.156000000000000000e+03,6.396710467506928031e-03,1.014078841512469908e-01,1.088309412711181949e+03
2.800000000000000000e+01,7.236000000000000000e+03,6.468222043443281992e-03,1.078761061946902772e-01,1.157726371681415458e+03
2.900000000000000000e+01,7.596000000000000000e+03,6.790024135156878284e-03,1.146661303298471546e-01,1.230596910699918681e+03
3.000000000000000000e+01,7.817000000000000000e+03,6.987574863681057964e-03,1.216537051935282082e-01,1.305587564136943911e+03
3.100000000000000000e+01,8.066000000000000000e+03,7.210154643782962572e-03,1.288638598373111621e-01,1.382966943774022411e+03
3.200000000000000000e+01,8.112000000000000000e+03,7.251273799946366012e-03,1.361151336372575238e-01,1.460787614195046899e+03
3.300000000000000000e+01,8.470000000000000000e+03,7.571288102261553195e-03,1.436864217395190657e-01,1.542042678108517521e+03
3.400000000000000000e+01,8.743000000000000000e+03,7.815321355144363644e-03,1.515017430946634380e-01,1.625916706891926879e+03
3.500000000000000000e+01,8.541000000000000000e+03,7.634754625905068766e-03,1.591364977205685094e-01,1.707852893537140062e+03
3.600000000000000000e+01,8.966000000000000000e+03,8.014659873066952434e-03,1.671511575936354688e-01,1.793866223294894780e+03
3.700000000000000000e+01,9.086000000000000000e+03,8.121927236971485109e-03,1.752730848306069400e-01,1.881030746402072282e+03
3.800000000000000000e+01,9.002000000000000000e+03,8.046840082238312930e-03,1.833199249128452668e-01,1.967389434164653949e+03
3.900000000000000000e+01,9.399000000000000000e+03,8.401716277822471671e-03,1.917216411906677298e-01,2.057556653258244751e+03
4.000000000000000000e+01,9.453000000000000000e+03,8.449986591579512415e-03,2.001716277822472301e-01,2.148241909359076089e+03
4.100000000000000000e+01,9.757000000000000000e+03,8.721730580137660588e-03,2.088933583623849011e-01,2.241843521945113480e+03
4.200000000000000000e+01,9.795000000000000000e+03,8.755698578707428459e-03,2.176490569410923226e-01,2.335809679091801627e+03
4.300000000000000000e+01,9.896000000000000000e+03,8.845981943327075464e-03,2.264950388844194085e-01,2.430744757307587406e+03
4.400000000000000000e+01,1.008400000000000000e+04,9.014034146777509179e-03,2.355090730311969194e-01,2.527483371770803387e+03
4.500000000000000000e+01,1.005500000000000000e+04,8.988111200500581432e-03,2.444971842316975008e-01,2.623943781174575633e+03
4.600000000000000000e+01,1.016200000000000000e+04,9.083757933315455765e-03,2.535809421650129791e-01,2.721430671314917618e+03
4.700000000000000000e+01,1.026100000000000000e+04,9.172253508536693661e-03,2.627531956735496554e-01,2.819867295968533199e+03
4.800000000000000000e+01,1.032100000000000000e+04,9.225887190488959999e-03,2.719790828640386016e-01,2.918879517296860286e+03
4.900000000000000000e+01,1.039800000000000000e+04,9.294717082327701163e-03,2.812737999463663097e-01,3.018630421024401585e+03
5.000000000000000000e+01,1.048700000000000000e+04,9.374273710556896982e-03,2.906480736569231893e-01,3.119235126486097215e+03
5.100000000000000000e+01,1.064800000000000000e+04,9.518190757128810325e-03,3.001662644140519753e-01,3.221384349691603347e+03
5.200000000000000000e+01,1.031200000000000000e+04,9.217842138196119875e-03,3.093841065522480727e-01,3.320310231518723867e+03
5.300000000000000000e+01,1.056500000000000000e+04,9.443997497094841834e-03,3.188281040493429197e-01,3.421663212657545955e+03
5.400000000000000000e+01,1.053700000000000000e+04,9.418968445517117774e-03,3.282470724948600149e-01,3.522747582014835189e+03
5.500000000000000000e+01,1.062400000000000000e+04,9.496737284347904484e-03,3.377438097792079263e-01,3.624666566550456992e+03
5.600000000000000000e+01,1.069300000000000000e+04,9.558416018593009211e-03,3.473022257978009564e-01,3.727247487261997776e+03
5.700000000000000000e+01,1.046800000000000000e+04,9.357289711272011312e-03,3.566595155090729885e-01,3.827669920443368483e+03
5.800000000000000000e+01,1.053500000000000000e+04,9.417180656118708665e-03,3.660766961651916729e-01,3.928735103244834136e+03
5.900000000000000000e+01,1.073200000000000000e+04,9.593277911861982504e-03,3.756699740770536589e-01,4.031690161794937012e+03
6.000000000000000000e+01,1.065700000000000000e+04,9.526235809421650449e-03,3.851962098864752937e-01,4.133925724501649711e+03
6.100000000000000000e+01,1.043900000000000000e+04,9.331366764995083565e-03,3.945275766514703686e-01,4.234069952623577592e+03
6.200000000000000000e+01,1.031800000000000000e+04,9.223205506391347203e-03,4.037507821578616984e-01,4.333053394118169308e+03
6.300000000000000000e+01,1.048500000000000000e+04,9.372485921158487873e-03,4.131232680790201672e-01,4.433638913024041358e+03
6.400000000000000000e+01,1.039300000000000000e+04,9.290247608831679257e-03,4.224135156878518482e-01,4.533341850362023251e+03
6.500000000000000000e+01,1.030100000000000000e+04,9.208009296504872376e-03,4.316215249843567414e-01,4.632162206132114079e+03
6.600000000000000000e+01,1.018900000000000000e+04,9.107893090193974403e-03,4.407294180745507384e-01,4.729908114776076218e+03
6.700000000000000000e+01,1.026800000000000000e+04,9.178510771431124676e-03,4.499079288459818526e-01,4.828411892375073876e+03
6.800000000000000000e+01,1.003800000000000000e+04,8.972914990614104871e-03,4.588808438365959419e-01,4.924709216054344324e+03
6.900000000000000000e+01,9.830000000000000000e+03,8.786984893179583533e-03,4.676678287297755254e-01,5.019011137927946947e+03
7.000000000000000000e+01,9.974000000000000000e+03,8.915705729865022050e-03,4.765835344596405232e-01,5.114694491820858275e+03
7.100000000000000000e+01,9.695000000000000000e+03,8.666309108786985141e-03,4.852498435684274858e-01,5.207701321176360580e+03
7.200000000000000000e+01,9.812000000000000000e+03,8.770894788593903285e-03,4.940207383570213717e-01,5.301830564047550070e+03
7.300000000000000000e+01,9.493000000000000000e+03,8.485742379547689396e-03,5.025064807365691166e-01,5.392899551264856200e+03
7.400000000000000000e+01,9.381000000000000000e+03,8.385626173236793157e-03,5.108921069098059098e-01,5.482894091356033641e+03
7.500000000000000000e+01,9.098000000000000000e+03,8.132653973361938030e-03,5.190247608831678461e-01,5.570173733798153989e+03
